collection_no,record_type,formation,lng,lat,collection_name,collection_subset,collection_aka,n_occs,early_interval,late_interval,max_ma,min_ma,reference_no,reference_nos,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,primary_reference
63619,col,,-86.029724,43.532501,"Freemont, NW of",,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63620,col,,-83.22139,42.571667,Bloomfield Hills,,Charing Cross,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63621,col,,-83.176109,42.540001,Birmingham,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63622,col,,-83.28167,42.700001,Pontiac,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63623,col,,-83.266388,42.670834,Pontiac Township,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63624,col,,-83.618332,42.806667,"Holly, near",,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63626,col,,-85.453331,43.851112,Hersey,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63627,col,,-86.009171,42.776112,"Holland, east of",,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63628,col,,-85.974167,42.979443,Allensdale,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63629,col,,-84.356392,43.207779,Elsie,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63630,col,,-84.322502,43.174168,Chapin Township,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63631,col,,-84.11972,43.195278,Cheseaning,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63632,col,,-83.705833,43.257221,Birch Run,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63633,col,,-83.784447,43.228333,Frankenmuth,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63634,col,,-83.88472,43.31472,"Bridgeport, south of",,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63635,col,,-84.139999,43.517776,"Saginaw, NW of",,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63636,col,,-84.140282,43.503334,"Freeland, near",,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63637,col,,-84.140556,43.296944,"Saint Charles, near",,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63638,col,,-82.528893,42.897499,"St. Claire, north of",,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63639,col,,-82.430832,42.997223,Port Huron,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63640,col,,-82.431664,43.028057,Huron Shore,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63641,col,,-85.302223,41.934166,"Colon, SE of",,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63642,col,,-83.089996,43.320557,Marlette,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63643,col,,-83.100281,43.493889,"Kingston, NE of",,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63644,col,,-82.621109,43.275555,Croswell,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63645,col,,-82.861664,43.18639,Sanilac County,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63646,col,,-84.032501,42.829723,"Byron, near",,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63647,col,,-84.176941,42.990276,Owosso,,,2,Late Pleistocene,,0.126,0.0117,18184,"1,268,718,184,318,300,000,000,000",general faunal/floral,,UMMP,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63648,col,,-83.987778,42.7225,Johnson Site,,Venice,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63649,col,,-84.235832,43.093613,Henderson,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63650,col,,-84.059998,43.079723,Corunna,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63651,col,,-83.611946,43.501389,Gilford,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63652,col,,-83.181114,43.535278,Cass City,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63653,col,,-83.224998,43.636112,"Cass City, near",,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63655,col,,-85.833885,42.251945,Almena Township,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63656,col,,-85.86972,42.164165,Lawton,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63657,col,,-86.239998,42.248611,"Paw Paw Lake, near",,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63658,col,,-86.127502,42.371387,Van Buren County,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63659,col,,-83.964165,42.231945,Rogers Corners,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63661,col,,-83.865829,42.218887,Lodi Township,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63662,col,,-83.806946,42.205833,Lodi Township 2,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63663,col,,-83.786392,42.176945,Saline,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63664,col,,-83.785835,42.147778,"Saline, south of",,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63665,col,,-83.863892,42.131668,"Saline, SW of",,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63666,col,,-83.882225,42.117222,"Saline, W of",,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63668,col,,-83.842781,42.088612,"Macon, NE of",,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63669,col,,-83.628334,42.10611,"Milan, near",,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63670,col,,-83.180557,42.206669,Wayne County,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63671,col,,-83.197777,42.162777,Vreeland Farm,,Trenton,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63672,col,,-83.233055,42.103333,"Flat Rock, east of",,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63673,col,,-83.696388,44.077221,"Au Gres, north",,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63674,col,,-83.603889,42.484165,"Assyria, north of",,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63676,col,,-86.561386,41.950279,Lake Township,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63677,col,,-86.561943,41.805557,Besson-Holden Farm,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63678,col,,-86.341667,42.12278,Berrien County,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63680,col,,-85.847504,41.816666,Jones,,Chapel Hill Shool,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63681,col,,-84.650002,42.487221,Fry Site,,Eaton Rapids,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63682,col,,-84.746109,42.762779,Tabor Site,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63683,col,,-84.835831,42.56361,"Charlotte, near",,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63684,col,,-84.476112,43.980556,"Gladwin, near",,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63685,col,,-84.846664,43.098057,Hubbardston,,Bed of Fish Creek,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63686,col,,-84.349167,42.380001,"Jackson County, northern part",,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63687,col,,-85.676109,42.920555,Plaster Creek,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63688,col,,-85.382225,43.183613,"Grand Rapids, northwest of",,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63689,col,,-85.560837,43.124722,Rockford,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63690,col,,-85.668053,42.963333,Nine Mile Road,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63691,col,,-83.839996,42.001389,"Ridgeway, east of",,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63692,col,,-83.496391,42.7225,Andersonville Gravel Pit,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63693,col,,-86.033607,42.964722,Bass River Pit Site,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63694,col,,-84.188332,42.798058,"Morrice, 3 mi. S",,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63695,col,,-84.176666,43.005001,"Owosso, 1895 city limits",,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63696,col,,-85.775276,42.324444,"Mentha, south of",,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63697,col,,-86.040558,42.106388,"Decatur, west of",,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63698,col,,-84.024445,42.301945,Chelsea,,Sylvan Township,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63699,col,,-83.202782,42.672501,Michaelson Site,,,1,Late Pleistocene,,0.126,0.0117,18184,18184,general faunal/floral,,,,,,,,,,L. M. Abraczinskas. 1993. Pleistocene proboscidean sites in Michigan: New records and an update on published sites. Michigan Academician 25(4):443-490
63705,col,,-83.780556,42.201111,Brennan Site,,,1,Late Pleistocene,,0.126,0.0117,18302,18302,general faunal/floral,,,,,,,,,,"Anonymous. 1994. Faculty, Research Staff, and Student News. Geosciences News, for alumni and friends of the Department of Geological Sciences, The University of Michigan, Ann Arbor, Michigan June:15-19"
63706,col,,-85.447502,42.885277,Ada Bible Church,,,1,Late Pleistocene,,0.126,0.0117,18303,18303,general faunal/floral,,,,,,,,,,"R. Stearley, B. Vanden Berg, and P. Petersen, M. Vanden Berg, A. Albers, M. Lester, R. Postma, M. Julien. 2000. Excavation of the Ada Bible Church Mastodon Site, 1999. Michigan Academician 32(2):118-119"
63707,col,,-83.209999,42.640556,Adams Road,,,1,Late Pleistocene,,0.126,0.0117,18304,18304,general faunal/floral,,,,,,,,,,Anonymous. 2006. [Discovery of an American Mastodon]. Cranbrook Institute of Science Science Scope Fall:1
63708,col,,-114.366669,35.233334,"Bighorn Cave - Locus A, Level I",,"Locus A = ""lower shelter and toe of talus cone""; Level I = ""Component I""",15,Holocene,,0.0117,0,18308,18308,taxonomic,"selective quarrying,field collection",,,,,,,"Screen mesh size reported by Geib and Keller (2002); specimens are curated in the Laboratory of Quaternary Paleontology, Northern Arizona University, Flagstaff, Arizona (NAUQSP)",,"C. N. Jass. 2004. Mid to late Holocene mammals from Bighorn Cave, Arizona. The Southwestern Naturalist 49(1):75-82"
63709,col,,-114.366669,35.233334,"Bighorn Cave - Locus A, Level II",,"Locus A = ""lower shelter and toe of talus cone""; Level II = ""Component II""",6,Holocene,,0.0117,0,18308,18308,taxonomic,"selective quarrying,field collection",,,,,,,"Screen mesh size reported by Geib and Keller (2002); specimens are curated in the Laboratory of Quaternary Paleontology, Northern Arizona University, Flagstaff, Arizona (NAUQSP)",,"C. N. Jass. 2004. Mid to late Holocene mammals from Bighorn Cave, Arizona. The Southwestern Naturalist 49(1):75-82"
63710,col,,-114.366669,35.233334,"Bighorn Cave - Locus A, Level III",,"Locus A = ""lower shelter and toe of talus cone""; Level III = ""Component III""",13,Holocene,,0.0117,0,18308,18308,taxonomic,"selective quarrying,field collection",,,,,,,"Screen mesh size reported by Geib and Keller (2002); specimens are curated in the Laboratory of Quaternary Paleontology, Northern Arizona University, Flagstaff, Arizona (NAUQSP)",,"C. N. Jass. 2004. Mid to late Holocene mammals from Bighorn Cave, Arizona. The Southwestern Naturalist 49(1):75-82"
63711,col,,-114.366669,35.233334,"Bighorn Cave - Locus A, Level IV",,"Locus A = ""lower shelter and toe of talus cone""; Level IV = ""Component IV""",3,Holocene,,0.0117,0,18308,18308,taxonomic,"selective quarrying,field collection",,,,,,,"Screen mesh size reported by Geib and Keller (2002); specimens are curated in the Laboratory of Quaternary Paleontology, Northern Arizona University, Flagstaff, Arizona (NAUQSP)",,"C. N. Jass. 2004. Mid to late Holocene mammals from Bighorn Cave, Arizona. The Southwestern Naturalist 49(1):75-82"
63712,col,,-114.366669,35.233334,"Bighorn Cave - Locus A, general",,"Locus A = ""lower shelter and toe of talus cone""",11,Holocene,,0.0117,0,18307,18307,taxonomic,"salvage,surface (float),field collection",,,,,,,"Screen mesh size reported by Geib and Keller (2002); specimens are curated in the Laboratory of Quaternary Paleontology, Northern Arizona University, Flagstaff, Arizona (NAUQSP)",,"C. N. Jass. 2002. Preliminary taphonomic analyses of the mammalian microfauna. Pp. 179-190 in Bighorn Cave: Test Excavations of a Stratified Dry Shelter Mohave County, Arizona (P. R. Geib, and D. R. Keller, eds.). Bilby Research Center Occasional Papers 1 (Northern Arizona University, Flagstaff, Arizona)."
63713,col,,-114.366669,35.233334,"Bighorn Cave - Locus B, Level 1",,"Locus B = ""upper portion of the talus cone within the upper grotto""",1,Holocene,,0.0117,0,18307,18307,taxonomic,"selective quarrying,field collection",,,,,,,"Screen mesh size reported by Geib and Keller (2002); specimens are curated in the Laboratory of Quaternary Paleontology, Northern Arizona University, Flagstaff, Arizona (NAUQSP)",,"C. N. Jass. 2002. Preliminary taphonomic analyses of the mammalian microfauna. Pp. 179-190 in Bighorn Cave: Test Excavations of a Stratified Dry Shelter Mohave County, Arizona (P. R. Geib, and D. R. Keller, eds.). Bilby Research Center Occasional Papers 1 (Northern Arizona University, Flagstaff, Arizona)."
63714,col,,-114.366669,35.233334,"Bighorn Cave - Locus B, Level 1/3",,"Locus B = ""upper portion of the talus cone within the upper grotto""",1,Holocene,,0.0117,0,18307,18307,taxonomic,"selective quarrying,field collection",,,,,,,"Screen mesh size reported by Geib and Keller (2002); specimens are curated in the Laboratory of Quaternary Paleontology, Northern Arizona University, Flagstaff, Arizona (NAUQSP)",,"C. N. Jass. 2002. Preliminary taphonomic analyses of the mammalian microfauna. Pp. 179-190 in Bighorn Cave: Test Excavations of a Stratified Dry Shelter Mohave County, Arizona (P. R. Geib, and D. R. Keller, eds.). Bilby Research Center Occasional Papers 1 (Northern Arizona University, Flagstaff, Arizona)."
63715,col,,-114.366669,35.233334,"Bighorn Cave - Locus B, Level 3",,"Locus B = ""upper portion of the talus cone within the upper grotto""",9,Holocene,,0.0117,0,18307,18307,taxonomic,"selective quarrying,field collection",,,,,,,"Screen mesh size reported by Geib and Keller (2002); specimens are curated in the Laboratory of Quaternary Paleontology, Northern Arizona University, Flagstaff, Arizona (NAUQSP)",,"C. N. Jass. 2002. Preliminary taphonomic analyses of the mammalian microfauna. Pp. 179-190 in Bighorn Cave: Test Excavations of a Stratified Dry Shelter Mohave County, Arizona (P. R. Geib, and D. R. Keller, eds.). Bilby Research Center Occasional Papers 1 (Northern Arizona University, Flagstaff, Arizona)."
63716,col,,-114.366669,35.233334,"Bighorn Cave - Locus B, Level 4",,"Locus B = ""upper portion of the talus cone within the upper grotto""",6,Holocene,,0.0117,0,18307,18307,taxonomic,"selective quarrying,field collection",,,,,,,"Screen mesh size reported by Geib and Keller (2002); specimens are curated in the Laboratory of Quaternary Paleontology, Northern Arizona University, Flagstaff, Arizona (NAUQSP)",,"C. N. Jass. 2002. Preliminary taphonomic analyses of the mammalian microfauna. Pp. 179-190 in Bighorn Cave: Test Excavations of a Stratified Dry Shelter Mohave County, Arizona (P. R. Geib, and D. R. Keller, eds.). Bilby Research Center Occasional Papers 1 (Northern Arizona University, Flagstaff, Arizona)."
63717,col,,-114.366669,35.233334,"Bighorn Cave - Locus B, Level 5/10",,"Locus B = ""upper portion of the talus cone within the upper grotto""",3,Holocene,,0.0117,0,18307,18307,taxonomic,"selective quarrying,field collection",,,,,,,"Screen mesh size reported by Geib and Keller (2002); specimens are curated in the Laboratory of Quaternary Paleontology, Northern Arizona University, Flagstaff, Arizona (NAUQSP)",,"C. N. Jass. 2002. Preliminary taphonomic analyses of the mammalian microfauna. Pp. 179-190 in Bighorn Cave: Test Excavations of a Stratified Dry Shelter Mohave County, Arizona (P. R. Geib, and D. R. Keller, eds.). Bilby Research Center Occasional Papers 1 (Northern Arizona University, Flagstaff, Arizona)."
63718,col,,-114.366669,35.233334,"Bighorn Cave - Locus B, Level 7",,"Locus B = ""upper portion of the talus cone within the upper grotto""",3,Holocene,,0.0117,0,18307,18307,taxonomic,"selective quarrying,field collection",,,,,,,"Screen mesh size reported by Geib and Keller (2002); specimens are curated in the Laboratory of Quaternary Paleontology, Northern Arizona University, Flagstaff, Arizona (NAUQSP)",,"C. N. Jass. 2002. Preliminary taphonomic analyses of the mammalian microfauna. Pp. 179-190 in Bighorn Cave: Test Excavations of a Stratified Dry Shelter Mohave County, Arizona (P. R. Geib, and D. R. Keller, eds.). Bilby Research Center Occasional Papers 1 (Northern Arizona University, Flagstaff, Arizona)."
